,State,Population,Male,Female,Literate,Male_Literate,Female_Literate,SC,Male_SC,Female_SC,ST,Male_ST,Female_ST,Workers,Male_Workers,Female_Workers,Main_Workers,Marginal_Workers,Non_Workers,Cultivator_Workers,Agricultural_Workers,Household_Workers,Other_Workers,Hindus,Muslims,Christians,Sikhs,Buddhists,Jains,Others_Religions,Religion_Not_Stated,LPG_or_PNG_Households,Housholds_with_Electric_Lighting,Households_with_Internet,Households_with_Computer,Rural_Households,Urban_Households,Households,Below_Primary_Education,Primary_Education,Middle_Education,Secondary_Education,Higher_Education,Graduate_Education,Other_Education,Literate_Education,Illiterate_Education,Total_Education,Age_Group_0_29,Age_Group_30_49,Age_Group_50,Age not stated,Households_with_Bicycle,Households_with_Car_Jeep_Van,Households_with_Radio_Transistor,Households_with_Scooter_Motorcycle_Moped,Households_with_Telephone_Mobile_Phone_Landline_only,Households_with_Telephone_Mobile_Phone_Mobile_only,Households_with_TV_Computer_Laptop_Telephone_mobile_phone_and_Scooter_Car,Households_with_Television,Households_with_Telephone_Mobile_Phone,Households_with_Telephone_Mobile_Phone_Both,Condition_of_occupied_census_houses_Dilapidated_Households,Households_with_separate_kitchen_Cooking_inside_house,Having_bathing_facility_Total_Households,Having_latrine_facility_within_the_premises_Total_Households,Ownership_Owned_Households,Ownership_Rented_Households,Type_of_bathing_facility_Enclosure_without_roof_Households,Type_of_fuel_used_for_cooking_Any_other_Households,Type_of_latrine_facility_Pit_latrine_Households,Type_of_latrine_facility_Other_latrine_Households,Type_of_latrine_facility_Night_soil_disposed_into_open_drain_Households,Type_of_latrine_facility_Flush_pour_flush_latrine_connected_to_other_system_Households,Not_having_bathing_facility_within_the_premises_Total_Households,Not_having_latrine_facility_within_the_premises_Alternative_source_Open_Households,Main_source_of_drinking_water_Un_covered_well_Households,Main_source_of_drinking_water_Handpump_Tubewell_Borewell_Households,Main_source_of_drinking_water_Spring_Households,Main_source_of_drinking_water_River_Canal_Households,Main_source_of_drinking_water_Other_sources_Households,Main_source_of_drinking_water_Other_sources_Spring_River_Canal_Tank_Pond_Lake_Other_sources__Households,Location_of_drinking_water_source_Near_the_premises_Households,Location_of_drinking_water_source_Within_the_premises_Households,Main_source_of_drinking_water_Tank_Pond_Lake_Households,Main_source_of_drinking_water_Tapwater_Households,Main_source_of_drinking_water_Tubewell_Borehole_Households,Household_size_1_person_Households,Household_size_2_persons_Households,Household_size_1_to_2_persons,Household_size_3_persons_Households,Household_size_3_to_5_persons_Households,Household_size_4_persons_Households,Household_size_5_persons_Households,Household_size_6_8_persons_Households,Household_size_9_persons_and_above_Households,Location_of_drinking_water_source_Away_Households,Married_couples_1_Households,Married_couples_2_Households,Married_couples_3_Households,Married_couples_3_or_more_Households,Married_couples_4_Households,Married_couples_5__Households,Married_couples_None_Households,Power_Parity_Less_than_Rs_45000,Power_Parity_Rs_45000_90000,Power_Parity_Rs_90000_150000,Power_Parity_Rs_45000_150000,Power_Parity_Rs_150000_240000,Power_Parity_Rs_240000_330000,Power_Parity_Rs_150000_330000,Power_Parity_Rs_330000_425000,Power_Parity_Rs_425000_545000,Power_Parity_Rs_330000_545000,Power_Parity_Above_Rs_545000,Total_Power_Parity,literacy_rate,Male_literacy_rate,Female_literacy_rate,sex_ratio,Longitude,Latitude
13,Karnataka,1819556.5,917695.1666666666,901861.3333333334,1164186.4166666667,649919.2083333334,514267.2083333333,332207.3333333333,166769.25,165438.08333333334,154163.70833333334,77306.04166666667,76857.66666666667,831388.4166666666,533525.6666666666,297862.75,682597.5833333334,148790.83333333334,988168.0833333334,238056.20833333334,258497.54166666666,22617.958333333332,312216.7083333333,1551956.5416666667,228826.95833333334,15942.958333333334,568.4583333333334,2731.1666666666665,14127.916666666666,545.25,4857.25,86389.70833333333,336904.75,7083.791666666667,31934.833333333332,360428.9166666667,152906.58333333334,513335.5,194195.08333333334,385918.625,212627.45833333334,223980.83333333334,123713.45833333333,90887.95833333333,21028.25,1252351.6666666667,506050.75,1758402.4166666667,1011261.2083333334,485987.4583333333,321135.6666666667,1172.1666666666667,142967.33333333334,14102.916666666666,65664.33333333333,82708.91666666667,24563.666666666668,207550.29166666666,12566.458333333334,206307.91666666666,254406.66666666666,22292.708333333332,17092.25,359986.7083333333,317795.6666666667,150919.25,309949.9166666667,59755.291666666664,52963.25,340.5416666666667,49715.083333333336,2888.8333333333335,1865.0833333333333,4669.791666666667,62259.625,211324.91666666666,27371.208333333332,89352.66666666667,1379.375,4104.791666666667,4156.125,13889.0,162856.29166666666,135537.0,4248.708333333333,245549.41666666666,61891.0,14384.458333333334,33322.5,47706.958333333336,52850.333333333336,223819.66666666666,95722.0,75247.33333333333,86257.58333333333,22271.083333333332,81662.0,263466.8333333333,52160.333333333336,11931.875,14964.0,2354.625,677.5,49464.125,398.4166666666667,824.375,698.0416666666666,1522.4166666666667,235.875,151.125,387.0,210.95833333333334,300.625,511.5833333333333,131.66666666666666,2951.1666666666665,63.916666666666664,70.70833333333333,57.041666666666664,986.2083333333334,76.29962467945006,14.369817089467844
14,Kerala,2477588.3846153845,1189668.923076923,1287919.4615384615,2082559.3076923077,1015824.7692307692,1066734.5384615385,221162.15384615384,107605.07692307692,113557.07692307692,36671.61538461538,18019.69230769231,18651.923076923078,863559.1538461539,628439.6153846154,235119.53846153847,695114.6153846154,168444.53846153847,1614029.2307692308,48372.230769230766,97491.92307692308,20149.846153846152,697545.1538461539,1353909.6923076923,678338.3076923077,437297.3076923077,281.61538461538464,354.0,341.9230769230769,565.8461538461538,6499.692307692308,202848.0,537108.4615384615,35584.153846153844,89629.07692307692,418676.3846153846,407863.07692307694,826539.4615384615,187818.76923076922,404574.3076923077,478132.3846153846,554809.8461538461,279700.76923076925,220688.46153846153,50081.846153846156,2175806.3846153845,274042.1538461539,2449848.5384615385,1171709.2307692308,726926.2307692308,576389.1538461539,2563.769230769231,117001.92307692308,57351.92307692308,169092.07692307694,136703.6923076923,65247.846153846156,268355.53846153844,48974.38461538462,436436.6153846154,509877.3076923077,176273.92307692306,30117.46153846154,547206.3846153846,489412.1538461539,541961.0,515341.0,42061.769230769234,26129.076923076922,203.92307692307693,157315.84615384616,1252.5384615384614,909.8461538461538,25264.30769230769,79541.84615384616,21106.846153846152,270665.3076923077,24578.23076923077,8036.153846153846,1121.6923076923076,11740.0,25034.846153846152,80654.0,441851.46153846156,4137.0,169430.76923076922,21660.53846153846,20562.384615384617,58963.38461538462,79525.76923076923,97982.69230769231,374770.76923076925,170767.53846153847,106020.53846153847,93118.0,21539.46153846154,46448.53846153846,389625.3076923077,78554.07692307692,13615.0,16120.538461538461,2133.769230769231,371.7692307692308,84654.07692307692,594.4615384615385,1168.3076923076924,1051.6153846153845,2219.923076923077,295.84615384615387,304.0,599.8461538461538,157.76923076923077,178.76923076923077,336.53846153846155,115.0,3865.769230769231,83.84615384615384,85.3076923076923,82.3076923076923,1076.4615384615386,76.2177062100637,10.32670635609908
15,Madhya Pradesh,1476546.1333333333,765330.3777777777,711215.7555555556,880438.3777777777,517162.7111111111,363275.6666666667,235887.3777777778,122966.35555555555,112921.02222222222,287755.15555555554,145013.51111111112,142741.64444444445,638288.5333333333,409836.5333333333,228452.0,455141.4666666667,183147.06666666668,838257.6,196445.02222222224,242220.04444444444,20319.266666666666,179304.2,1338592.5333333334,98223.35555555555,4456.9111111111115,3206.8,4749.044444444445,12179.044444444444,13112.533333333333,2025.911111111111,57009.97777777778,204697.82222222222,4530.6,18448.755555555555,271322.7555555556,106187.04444444444,377509.8,213354.11111111112,211781.17777777778,154759.9111111111,119422.57777777778,88467.97777777778,72802.17777777778,8150.288888888889,868738.2222222222,527634.6222222223,1396372.8444444444,897937.1333333333,363073.0,213800.24444444446,1735.7555555555555,123897.62222222223,8458.844444444445,45367.666666666664,58286.11111111111,7512.844444444445,125998.57777777778,9037.488888888889,100089.44444444444,142964.6888888889,9453.266666666666,11755.977777777778,291792.4666666667,144799.95555555556,89594.71111111112,276805.84444444446,20762.155555555557,64558.08888888889,137.55555555555554,7130.844444444445,1287.6666666666667,883.1555555555556,3838.5333333333333,160062.55555555556,211618.6,57806.666666666664,167899.8,836.3333333333334,2052.8444444444444,1782.911111111111,5879.2444444444445,138464.57777777777,72704.97777777778,1207.1555555555556,70002.17777777778,23937.68888888889,13227.288888888888,33173.688888888886,46400.97777777778,36506.86666666667,159819.26666666666,61797.86666666667,61514.53333333333,82873.86666666667,15768.4,93692.95555555556,218661.6,42338.311111111114,8698.644444444444,10889.622222222222,1719.7555555555555,471.22222222222223,32972.97777777778,323.4888888888889,646.8666666666667,494.8888888888889,1141.7555555555555,77.33333333333333,57.51111111111111,134.84444444444443,50.24444444444445,78.17777777777778,128.42222222222222,83.68888888888888,1812.4,58.333333333333336,66.4888888888889,49.62222222222222,933.7555555555556,78.0824921329296,23.635605202612822
16,Maharashtra,2980300.484848485,1536725.2727272727,1443575.2121212122,2122035.4242424243,1177784.8181818181,944250.6060606061,382279.54545454547,194897.39393939395,187382.15151515152,305868.6666666667,154513.18181818182,151355.48484848486,1307502.1515151516,850189.8484848485,457312.30303030304,1138498.606060606,169003.54545454544,1672798.3333333333,354414.1212121212,406143.48484848486,31612.303030303032,515332.24242424243,2429446.303030303,312577.8787878788,21099.242424242424,4811.757575757576,176118.0909090909,25840.060606060608,3026.4242424242425,7380.727272727273,241657.9696969697,513099.7878787879,25421.848484848484,69148.78787878787,514144.9393939394,353357.51515151514,867502.4545454546,296763.0606060606,498977.75757575757,406753.42424242425,446968.3939393939,268809.9696969697,204336.18181818182,28601.39393939394,2151210.1818181816,644651.7575757576,2795861.9393939395,1656374.121212121,788895.696969697,524455.6363636364,10575.030303030304,206718.57575757575,31400.454545454544,110693.18181818182,159316.9696969697,37027.09090909091,327961.0,38567.606060606064,329205.75757575757,410815.69696969696,45827.606060606064,28804.060606060608,575265.8484848485,521608.30303030304,326976.2121212121,517876.1212121212,92316.66666666667,142256.48484848486,852.6363636363636,58563.78787878788,4774.636363636364,3460.6060606060605,10798.484848484848,107676.30303030302,242689.39393939395,80214.9696969697,122188.12121212122,2377.181818181818,2360.6969696969695,6009.909090909091,13125.757575757576,183279.27272727274,357651.7878787879,2377.969696969697,399450.48484848486,40053.42424242424,25438.21212121212,63896.27272727273,89334.48484848485,86446.12121212122,369085.8181818182,157118.72727272726,125520.9696969697,138308.0909090909,32556.21212121212,88353.54545454546,436894.9090909091,89710.21212121213,19506.696969696968,23681.030303030304,3345.3333333333335,829.0,78998.45454545454,405.3030303030303,1595.6969696969697,1566.6363636363637,3162.3333333333335,437.27272727272725,520.6969696969697,957.969696969697,680.3030303030303,822.6969696969697,1503.0,526.5151515151515,6555.363636363636,70.39393939393939,76.24242424242425,64.24242424242425,953.9090909090909,75.270554473907,19.392515612925344
17,Manipur,268812.71428571426,136776.85714285713,132035.85714285713,170169.42857142858,94365.57142857143,75803.85714285714,9279.857142857143,4642.857142857143,4637.0,159372.0,80459.85714285714,78912.14285714286,128053.57142857143,70472.28571428571,57581.28571428572,94687.28571428571,33366.28571428572,140759.14285714287,71509.85714285714,14422.42857142857,7087.428571428572,37770.857142857145,74210.42857142857,19334.14285714286,161186.42857142858,108.14285714285714,650.5714285714286,52.285714285714285,12272.857142857143,997.8571428571429,6785.714285714285,25842.0,462.0,2972.0,40337.28571428572,11408.714285714286,51746.0,25308.714285714286,48771.0,55791.28571428572,36678.57142857143,24040.714285714286,16990.0,953.7142857142857,208534.0,79989.14285714286,288523.14285714284,165783.57142857142,66525.85714285714,35771.0,732.2857142857143,15906.42857142857,1470.5714285714287,20605.0,4325.142857142857,1013.7142857142857,18881.0,647.5714285714286,15152.285714285714,20701.714285714286,807.0,2083.5714285714284,38784.42857142857,20240.14285714286,37415.857142857145,40919.0,1915.0,10138.142857142857,231.85714285714286,17465.714285714286,3381.8571428571427,2195.1428571428573,6968.285714285715,23181.714285714286,5240.571428571428,2147.285714285714,2542.714285714286,3736.714285714286,6968.571428571428,636.5714285714286,22517.85714285714,22462.714285714286,4480.428571428572,11176.0,14400.57142857143,199.57142857142858,693.5714285714286,3368.5714285714284,4062.1428571428573,5897.142857142857,22393.571428571428,8187.0,8309.42857142857,14499.857142857143,2466.285714285714,16478.714285714286,33579.71428571428,4928.571428571428,579.5714285714286,679.2857142857143,82.71428571428571,17.0,4234.285714285715,61.714285714285715,170.71428571428572,57.142857142857146,227.85714285714286,22.857142857142858,9.571428571428571,32.42857142857143,7.142857142857143,4.428571428571429,11.571428571428571,0.0,333.42857142857144,64.28571428571429,69.71428571428571,58.42857142857143,961.7142857142857,93.86449349532845,24.738974893665528
18,Meghalaya,451341.5,226550.16666666666,224791.33333333334,271524.3333333333,138817.0,132707.33333333334,2794.1666666666665,1471.3333333333333,1322.8333333333333,387630.0,192303.5,195326.5,179857.66666666666,106639.66666666667,73218.0,138450.0,41407.666666666664,271483.8333333333,73140.33333333333,29729.166666666668,3135.3333333333335,73852.83333333333,51855.5,21426.833333333332,332419.8333333333,479.8333333333333,1572.6666666666667,96.33333333333333,41993.833333333336,1496.6666666666667,10241.5,49547.0,1298.0,6494.333333333333,82600.83333333333,27023.0,109623.83333333333,71569.83333333333,88706.83333333333,62112.666666666664,44311.833333333336,21258.333333333332,15049.0,2924.6666666666665,305933.1666666667,136922.16666666666,442855.3333333333,309513.3333333333,96663.83333333333,44231.5,932.8333333333334,11332.833333333334,4495.333333333333,20061.666666666668,4538.333333333333,1244.3333333333333,31873.666666666668,2191.8333333333335,27786.666666666668,35123.166666666664,2005.1666666666667,4949.833333333333,63827.0,33794.333333333336,51392.333333333336,67025.66666666667,13132.5,5034.833333333333,73.16666666666667,17810.0,1149.3333333333333,262.0,7255.333333333333,48312.166666666664,28387.666666666668,15475.333333333334,4717.166666666667,15658.666666666666,2060.6666666666665,2113.1666666666665,24470.333333333332,35307.166666666664,20534.0,4637.833333333333,31580.166666666668,2245.8333333333335,2953.1666666666665,6172.5,9125.666666666666,10295.333333333334,36637.833333333336,13256.833333333334,13085.666666666666,27585.5,8757.5,26265.333333333332,58511.333333333336,8562.166666666666,1028.8333333333333,1263.8333333333333,190.33333333333334,44.666666666666664,13769.166666666666,77.16666666666667,243.0,155.33333333333334,398.3333333333333,57.833333333333336,45.166666666666664,103.0,15.166666666666666,20.166666666666668,35.333333333333336,26.666666666666668,640.5,58.5,60.333333333333336,57.166666666666664,984.1666666666666,91.2375106953515,25.480367364765502
19,Mizoram,137150.75,69417.375,67733.375,106021.875,54816.125,51205.75,152.25,100.875,51.375,129514.375,64536.75,64977.625,60838.125,36342.5,24495.625,51878.75,8959.375,76312.625,28700.375,5223.375,981.5,25932.875,3767.0,1854.0,119541.375,35.75,11676.375,47.0,101.0,128.25,14520.75,23269.375,700.625,4206.25,15418.375,18260.5,33678.875,15472.75,27611.625,31334.375,20300.375,8514.875,6506.75,320.625,110061.375,23760.0,133821.375,85049.875,34014.125,18007.625,79.125,1178.125,2009.0,9264.125,3821.875,461.75,17656.75,2130.5,15215.625,20094.5,1976.0,779.0,27245.0,20746.125,25398.125,18192.25,8786.5,2732.875,13.625,8450.5,158.25,72.875,1838.25,6888.5,1818.75,757.375,472.25,5088.375,2130.0,1915.5,9637.25,12894.5,8610.25,503.375,16225.875,245.125,1371.875,2336.375,3708.25,3563.75,13998.625,4981.0,5453.875,8260.25,1667.5,6129.875,19337.125,2498.375,244.875,267.625,20.375,2.375,5531.5,21.875,71.25,77.875,149.125,28.0,14.875,42.875,11.5,16.5,28.0,21.875,263.5,75.0,77.25,72.75,965.5,92.81661900620362,23.45835659105703
20,Nagaland,219849.375,113825.375,106024.0,151142.375,81319.875,69822.5,0.0,0.0,0.0,188335.875,95131.75,93204.125,106275.625,60256.875,46018.75,82231.25,24044.375,113573.75,56762.25,7081.875,2365.0,40066.5,20883.125,5739.25,191606.75,232.125,751.625,330.5,90.0,216.0,9864.125,36497.875,841.25,4150.625,38932.875,20403.125,59336.0,24795.875,42455.5,45378.125,21717.5,11941.125,10664.75,973.875,157926.75,52469.25,210396.0,142357.0,53421.0,23905.875,165.5,3637.0,3742.625,11536.0,2988.625,610.125,22321.375,1623.375,17935.75,24436.125,1504.625,820.25,40707.0,37207.75,34386.25,31748.375,10119.0,12939.375,39.25,11882.375,420.875,127.625,4204.25,6922.125,6523.375,8464.5,3314.875,2511.125,814.25,1179.25,8500.25,18683.125,13630.5,3995.625,20864.875,2232.625,2439.375,4002.375,6441.75,5326.375,19396.875,6960.25,7110.25,16010.0,2281.25,11816.25,34260.75,1473.25,188.375,220.0,26.875,4.75,8175.875,48.875,166.375,101.75,268.125,44.375,12.875,57.25,10.875,15.625,26.5,18.25,418.875,69.0,71.625,65.875,936.875,94.32575260288996,26.06185707619746
21,Orissa,1510971.9,763539.75,747432.15,969593.25,545556.45,424036.8,248690.45,125016.75,123673.7,345027.65,169610.5,175417.15,626376.0,427322.15,199053.85,385834.15,240541.85,884595.9,141487.55,230936.15,27984.05,225968.25,1394130.25,35523.35,53418.8,840.25,615.75,319.25,23308.85,2815.4,39383.3,157682.4,5569.4,19114.8,364387.35,89411.45,453798.8,196189.5,288338.65,241393.9,148249.9,67517.45,64578.85,17047.7,1023315.95,482998.9,1506314.85,840830.15,403901.3,262035.45,4205.0,204784.05,6550.4,39296.0,52245.85,6451.45,128292.5,8584.05,98344.7,143920.45,9176.5,28195.9,274910.45,73875.5,82651.1,307216.6,26236.2,20198.1,5475.6,12974.95,3127.6,1198.5,5865.0,269630.3,256053.95,63321.25,201636.95,6783.75,5681.9,2506.6,18061.8,143532.4,82568.05,3089.55,52605.8,69459.25,14494.4,39431.8,53926.2,56709.8,204380.85,81557.0,66114.05,73021.65,12177.1,117405.35,255349.7,36596.4,6105.05,7615.25,1197.55,312.65,43944.45,446.0,586.6,343.2,929.8,174.85,148.05,322.9,41.0,66.35,107.35,56.5,1862.5,61.65,69.05,53.85,986.85,84.98396583642707,20.52959735874132
22,Puducherry,99221.33333333333,48084.333333333336,51137.0,76886.66666666667,38810.666666666664,38076.0,14639.666666666666,7127.666666666667,7512.0,0.0,0.0,0.0,32287.666666666668,25426.333333333332,6861.333333333333,28039.666666666668,4248.0,66933.66666666667,902.0,5494.333333333333,514.0,25377.333333333332,78038.33333333333,14294.0,6740.666666666667,17.333333333333332,28.333333333333332,24.0,7.0,71.66666666666667,14132.333333333334,22629.666666666668,883.0,2317.0,11872.666666666666,20448.0,32320.666666666668,8565.0,16632.0,16731.333333333332,15424.333333333334,8580.666666666666,9103.0,2390.0,77426.33333333333,16877.666666666668,94304.0,51355.333333333336,29289.0,18421.333333333332,155.66666666666666,11631.333333333334,1211.3333333333333,7429.333333333333,8037.0,1093.6666666666667,13109.666666666666,1614.0,17583.333333333332,17766.333333333332,3563.0,330.3333333333333,21741.333333333332,17970.666666666668,16087.333333333334,15768.0,6380.333333333333,2600.6666666666665,3.3333333333333335,285.0,22.333333333333332,20.0,91.66666666666667,5553.666666666667,6794.0,1768.6666666666667,1461.3333333333333,9.333333333333334,2.6666666666666665,88.66666666666667,101.33333333333333,7188.666666666667,15778.666666666666,0.6666666666666666,20092.666666666668,643.0,1130.0,2599.3333333333335,3729.3333333333335,4102.0,15662.0,7197.666666666667,4362.333333333333,3368.6666666666665,764.3333333333334,557.0,17076.666666666668,2214.0,391.6666666666667,507.3333333333333,85.0,30.666666666666668,3726.3333333333335,475.6666666666667,1777.0,1898.3333333333333,3675.3333333333335,1135.0,672.0,1807.0,466.0,813.0,1279.0,1077.6666666666667,8314.666666666666,78.33333333333333,80.66666666666667,76.33333333333333,1089.6666666666667,79.7599736336565,11.944312931975508
23,Punjab,1526327.875,805626.875,720701.0,1031631.875,575533.1875,456098.6875,488387.1875,255760.8125,232626.375,0.0,0.0,0.0,546687.8125,445546.0,101141.8125,466153.0625,80534.75,979640.0625,104677.6875,88897.625,21061.75,332050.75,601695.6875,30138.5625,20918.25,863769.1875,1680.375,2637.0,615.8125,4873.0,164305.25,288352.5,15818.875,37602.1875,252687.625,178599.125,431286.75,133147.0625,222512.875,190033.1875,216722.5625,133838.4375,87345.8125,17491.25,1001091.1875,386240.875,1387332.0625,832448.6875,412189.0625,279493.4375,2196.6875,197553.5625,38581.5,48372.125,140914.9375,19944.625,185121.625,29541.25,246220.0,244655.1875,39588.9375,19937.75,282711.625,265665.4375,238275.75,264889.875,26166.375,51717.3125,180.9375,57451.1875,2318.125,1626.3125,9794.4375,32499.625,56190.5,638.5625,137884.8125,95.0,736.375,4860.0,5967.6875,29845.75,255629.0,276.3125,152928.8125,64227.4375,7609.5,18744.5,26354.0,34282.625,172360.1875,70840.8125,67236.75,81268.125,18182.75,12690.3125,196140.125,55783.5,12779.5,15037.6875,1902.375,355.8125,31203.75,170.125,648.3125,895.375,1543.6875,513.0,355.1875,868.1875,416.4375,596.75,1013.1875,541.9375,4136.9375,66.5,70.4375,62.0,895.625,75.452952256905,30.91206149181651
24,Rajasthan,2115018.40625,1097289.15625,1017729.25,1183555.21875,732446.5625,451108.65625,380036.375,197650.28125,182386.09375,271503.34375,139568.78125,131934.5625,918905.03125,563918.28125,354986.75,647828.84375,271076.1875,1196113.375,416014.09375,151339.03125,22345.53125,329206.375,1869681.5625,193430.625,3002.25,27276.8125,379.78125,18998.3125,145.28125,2103.78125,89229.0625,261200.875,7055.78125,26998.8125,408963.78125,148438.75,557402.53125,308795.09375,299685.40625,241681.90625,154501.21875,100615.71875,108793.71875,16746.75,1230819.8125,923064.09375,2153883.90625,1320888.96875,491662.65625,294087.09375,8379.6875,110502.75,18232.84375,62946.375,93588.5,9705.8125,243423.65625,13937.65625,146572.6875,275136.53125,22007.0625,15155.75,334169.84375,216973.3125,136856.375,361147.3125,20884.0,72937.75,234.65625,25511.59375,3278.0,2930.65625,7240.90625,170628.46875,248109.125,36397.625,144116.3125,265.65625,3255.6875,17020.625,43562.71875,150431.25,137090.625,23020.75,158810.90625,47649.59375,10718.0625,29674.53125,40392.59375,37008.40625,182268.78125,69758.1875,75502.1875,127149.25,37791.15625,100079.90625,258294.84375,68760.9375,21734.875,28152.5625,4938.625,1479.0625,32393.4375,329.125,990.125,928.125,1918.25,192.6875,143.25,335.9375,154.4375,250.5625,405.0,322.625,3310.4375,54.78125,65.84375,42.78125,928.40625,75.22539475422067,26.49328196606701
25,Sikkim,1709346.0,907500.0,801846.0,1352998.0,748382.0,604616.0,281422.0,148019.0,133403.0,0.0,0.0,0.0,579692.0,486951.0,92741.0,555026.0,24666.0,1129654.0,1156.0,3094.0,19541.0,555901.0,1410852.0,178807.0,15792.0,53027.0,2643.0,46927.0,366.0,932.0,327253.0,352758.0,80037.0,127465.0,1086.0,461132.0,462218.0,86484.0,219061.0,260094.0,267825.0,235187.0,246988.0,18644.0,1334283.0,169693.0,1503976.0,948963.0,497157.0,262124.0,1102.0,103064.0,87499.0,148483.0,162670.0,21876.0,228268.0,102512.0,320151.0,329844.0,79700.0,6817.0,350135.0,333378.0,331089.0,241976.0,101386.0,8919.0,89.0,2298.0,15189.0,15044.0,4743.0,21007.0,5592.0,33.0,17468.0,42.0,7.0,1665.0,2811.0,28364.0,321816.0,1097.0,333999.0,12321.0,13760.0,29127.0,42887.0,50278.0,209378.0,90332.0,68768.0,82972.0,19148.0,4205.0,246036.0,50271.0,11891.0,14439.0,2087.0,461.0,43639.0,578.0,1681.0,1903.0,3584.0,589.0,582.0,1171.0,482.0,567.0,1049.0,769.0,7151.0,79.0,82.0,75.0,884.0,88.51230521984732,27.337679796350727
26,Tamil Nadu,2241768.12,1123696.2,1118071.92,1618457.0,875131.96,743325.04,445576.76,222499.88,223076.88,25032.0,12650.36,12381.64,1011560.56,666195.92,345364.64,857627.0,153933.56,1230207.56,126256.48,289055.36,38677.68,557571.04,1974488.6,128110.92,128366.12,491.84,373.52,3310.16,235.76,6391.2,281585.48,536135.08,26874.12,64914.6,355419.0,359889.84,715308.84,153906.44,364164.04,366289.28,332129.0,176997.48,232812.2,38210.8,1664509.24,443186.92,2107696.16,1124059.56,669894.08,445668.2,2146.28,263102.56,25920.6,132968.72,189595.0,33690.92,356238.8,40047.92,501419.12,432735.6,42805.88,10998.24,469137.4,374493.88,285817.8,425823.72,136457.12,80576.44,276.72,33697.28,6542.52,4873.72,6456.36,199644.8,254122.96,23618.8,78318.8,1194.52,1209.84,8936.56,14751.24,327277.96,205488.0,3410.32,449709.0,49374.8,29213.8,79574.16,108787.96,109911.04,390023.88,178631.04,101481.8,69061.8,6265.04,41372.72,427824.64,58269.28,5872.28,6600.28,621.04,106.96,81444.48,407.08,1353.96,1150.72,2504.68,689.36,399.24,1088.6,259.44,479.4,738.84,482.52,5221.72,71.12,77.28,65.08,997.8,78.76274652265822,11.159711328934923
27,Tripura,918479.25,468594.0,449885.25,701195.75,375342.25,325853.5,163729.5,83592.5,80137.0,291703.25,147081.75,144621.5,367380.25,261331.5,106048.75,269254.75,98125.5,551099.0,73986.75,88404.5,10374.0,194615.0,765975.75,79010.5,39970.5,267.5,31346.25,215.0,378.5,1315.25,37159.25,144196.75,2153.0,15489.0,187171.5,79544.25,266715.75,143008.25,227183.25,221997.5,73760.0,37922.25,34279.75,5816.0,743967.0,183346.5,927313.5,523286.5,252637.75,142151.0,404.0,82890.0,4610.75,26998.75,17365.75,4372.75,90035.75,3196.0,94497.0,101278.75,6870.25,10674.25,190926.25,67688.5,181273.0,193552.75,11673.25,27853.75,176.25,126839.75,2080.75,940.0,15059.5,143006.75,24154.75,51558.25,72336.25,3990.0,3853.5,1905.5,10767.75,64330.75,78123.5,1018.75,69947.25,34245.0,6613.0,19013.0,25626.0,45182.75,143906.0,59616.25,39107.0,37451.5,3711.75,68241.0,161887.25,21405.5,2341.75,2636.5,253.25,41.5,24766.0,167.75,475.0,332.5,807.5,114.0,105.0,219.0,25.0,31.0,56.0,59.25,1309.5,75.25,79.0,71.0,957.5,91.65871313943327,23.709304849812497
28,Uttar Pradesh,2779836.703125,1451663.046875,1328173.65625,1604432.296875,955233.90625,649198.390625,577190.65625,302170.21875,275020.4375,24910.578125,12682.71875,12227.859375,920144.578125,691650.53125,228494.046875,623865.375,296279.203125,1859692.125,266693.125,275708.46875,55248.9375,322494.046875,2220610.03125,532291.234375,4918.6875,8023.3125,2329.0,3414.203125,185.0,8065.234375,86796.15625,173003.109375,8728.90625,37733.734375,486664.15625,144644.1875,631308.34375,410787.15625,469463.4375,370880.03125,244392.828125,169340.140625,135955.71875,13308.828125,1814128.140625,966233.78125,2780361.921875,1758281.125,614842.28125,383883.359375,22829.9375,310128.796875,17951.453125,114673.078125,91229.921875,15851.375,281629.359375,13340.9375,154875.40625,308974.375,11493.640625,29510.140625,416652.984375,255747.109375,166291.203125,435544.75,17933.5625,119228.40625,572.9375,19707.484375,7511.40625,2159.3125,8255.46875,203077.0,286817.6875,17006.0,311034.84375,182.3125,408.796875,3180.109375,4295.234375,165809.9375,235858.46875,524.015625,123736.328125,12911.984375,11856.0625,29507.328125,41363.390625,37153.171875,177186.75,62856.59375,77176.984375,168971.859375,71302.109375,57155.703125,293601.671875,85890.578125,26916.40625,38255.171875,7970.25,3368.515625,41076.6875,518.953125,1135.640625,788.046875,1923.6875,211.859375,275.484375,487.34375,172.78125,93.359375,266.140625,103.109375,3299.09375,57.90625,66.125,48.984375,913.984375,80.65919244361825,27.06916343191562
29,Uttaranchal,576876.875,288149.375,288727.5,385096.375,216293.875,168802.5,111386.875,55990.5,55396.375,20477.625,10228.5,10249.125,243502.625,142328.75,101173.875,168437.25,75065.375,333374.25,129786.875,26291.75,6731.375,80692.625,502298.875,51436.25,1508.0,20555.75,225.25,124.125,56.75,671.875,41804.125,98286.375,1863.375,8764.25,174627.875,33556.75,208184.625,71418.625,103083.75,93232.0,63682.375,45487.25,34992.875,2962.375,414859.25,128377.125,543236.375,346571.5,135024.75,94554.375,726.25,26685.625,4282.25,17984.125,15554.25,2980.875,74613.875,3231.375,64271.0,82755.25,5160.5,4244.0,103294.625,69502.75,68924.0,101819.75,12362.75,9845.625,34.75,13846.375,525.875,213.625,1896.5,48839.25,48068.125,863.875,27147.25,2113.25,1402.5,6596.125,11306.75,37648.25,57854.875,1194.875,77712.75,1324.125,7440.75,10245.75,17686.5,13892.25,60495.875,23119.5,23484.125,33685.125,6474.5,22838.875,77247.625,16218.625,2904.75,3524.625,496.0,123.875,21351.125,112.625,230.625,153.25,383.875,40.5,51.5,92.0,49.625,16.875,66.5,11.875,666.75,68.0,77.125,59.25,1025.375,78.84563219146264,29.910255940855848
30,West Bengal,4233996.785714285,2173328.5,2060668.2857142857,2753272.9285714286,1519626.2857142857,1233646.642857143,967293.9285714285,495642.35714285716,471651.5714285714,286377.71428571426,143084.64285714287,143293.07142857142,1619484.357142857,1235394.642857143,384089.71428571426,1221649.857142857,397834.5,2614512.4285714286,227928.57142857142,470275.78571428574,126098.21428571429,795181.7857142857,2884895.785714286,1220217.357142857,38223.57142857143,3378.3571428571427,19414.64285714286,3623.1428571428573,53464.78571428572,10779.142857142857,168989.64285714287,507695.21428571426,21158.0,77232.28571428571,772462.2857142857,404288.35714285716,1176750.642857143,473371.64285714284,787700.3571428572,810608.2142857143,340060.0,198972.0,211879.85714285713,28480.571428571428,2851072.6428571427,1349940.357142857,4201013.0,2353496.3571428573,1173529.0714285714,702231.8571428572,4739.5,534590.0,20625.928571428572,161145.35714285713,85656.07142857143,21350.0,387977.0714285714,20379.64285714286,337839.0,449007.0,39679.92857142857,101234.0,824364.7142857143,351095.5,484562.85714285716,818830.8571428572,72986.57142857143,79228.42857142857,26694.714285714286,189561.35714285713,8404.785714285714,2822.0,34404.0,575879.9285714285,420860.5714285714,61824.92857142857,598980.2142857143,7222.785714285715,3075.0,7953.285714285715,20029.714285714286,319487.28571428574,378657.0,1778.642857142857,238830.2142857143,150446.57142857142,33609.71428571428,88839.85714285714,122449.57142857143,172032.07142857142,585286.7142857143,242612.85714285713,170641.7857142857,180803.7857142857,38435.357142857145,228831.14285714287,673306.1428571428,115992.85714285714,21896.35714285714,26702.0,3827.285714285714,978.3571428571429,110974.42857142857,851.2857142857143,1901.0714285714287,1537.7142857142858,3438.785714285714,712.1428571428571,434.85714285714283,1147.0,257.14285714285717,483.2142857142857,740.3571428571429,454.35714285714283,6632.214285714285,64.42857142857143,69.78571428571429,58.92857142857143,949.2857142857143,88.14959609251514,23.421343178895288
